"id","sentiment","subjectivity","article_id","topic","keywords"
29016,0.013,0.321,6389,2,"two;Russian;Sberbank;banks;U.S.;New;transfers;jurisdiction;Jenner;plaintiffs"
29017,0.053,0.322,6390,3,"heat;cities;study;people;European;population;year;urban;increase;found"
29018,0.014,0.399,6391,2,"papers;offshore;Abdullah;Pandora;public;king;property;Jordan;Jordanian;tax"
29019,0.037,0.324,6392,2,"world;leaders;politicians;papers;names;list;elite;carried;assets;Prime"
29020,0.000,0.357,6393,1,"qui;les;Afghanistan;par;2019;série;épisodes;derrière;dans;Monde"
29021,0.070,0.415,6394,2,"president;Papers;companies;Zelenskyy;resignation;ICIJ;partners;elected;corruption;President"
29022,-0.037,0.354,6395,2,"wealth;companies;King;Abdullah;secret;properties;owns;offshore;kept;world"
29023,0.068,0.390,6396,0,"people;dose;doses;booster;risk;third;boosters;healthy;EMA;BioNTech/Pfizer"
29024,0.120,0.364,6397,0,"million;yuan;early;PCR;Army;Wuhan;virus;used;summer;spreading"
29025,0.088,0.341,6398,2,"Iran;Ghasemzadeh;rights;human;teachers;activists;Aziz;International;Abdi;year"
29026,0.014,0.381,6399,1,"Jiang;people;Xinjiang;police;China;time;detention;would;Bekali;Chinese"
29027,0.041,0.356,6400,2,"Facebook;European;whistleblower;companies;Schaldemose;Haugen;tech;spokesperson;revelations;regulate"
29028,0.075,0.433,6401,0,"together;naval;crew;exercise;young;training;three;ship;new;Leopold"
29029,0.105,0.433,6402,2,"world;wealth;secret;powerful;politicians;planet;people;one;obtained;million"
29030,0.021,0.391,6403,3,"system;solar;planets;space;would;four;planet;giants;outer;gas"
29031,0.201,0.448,6404,3,"whale;mass;ambergris;turtle;fish;substance;large;vomit;sperm;fisherman"
29032,0.063,0.264,6405,2,"military;State;Department;statement;Taiwan;China;released;provocative;nation;aircraft"
29033,0.158,0.467,6406,2,"party;conference;Farage;leader;might;2019;media;Reform;Nigel;come"
29034,0.750,0.400,6407,2,"preferences;websites;view;understand;storing;session;services;find;experience;device"
29035,-0.016,0.300,6408,1,"Algeria;French;France;Macron;Algerian;history;totally;re-written;planes;visa"
29036,0.127,0.444,6409,3,"lava;Vieja;Cumbre;volcano;previous;Torres;Palma;Monday;Canary;would"
29037,-0.003,0.322,6410,2,"Panama;government;letter;havens;companies;ICIJ;tax;scandal;new;leak"
29038,0.082,0.512,6411,2,"China;say;Hsinchu;sovereignty;faces;challenges;air;president;ever;speech"
29039,0.148,0.499,6412,3,"bacteria;mining;Reales;copper;nail;country;waste;tests;says;needs"
29040,-0.113,0.290,6413,1,"fuel;stopped;power;country;plant;part;following;Lebanon;stations;people"
29041,0.110,0.393,6414,2,"Woodbridge;house;Afghanistan;sold;contracts;Hershberger;million;Wardak;businessman;structure"
29042,0.155,0.425,6415,2,"fuel;fossil;work;climate;firms;law;scorecard;Law;firm;industry"
29043,0.161,0.403,6416,0,"COVID-19;protection;vaccine;data;doses;second;says;per;cent;vaccines"
29044,-0.033,0.329,6417,1,"Mishra;police;farmers;India;laws;government;son;car;leader;violence"
29045,0.031,0.246,6418,1,"use;countries;Emmanuel;presidency;year;would;worldwide;work;well;urgency"
29046,0.057,0.444,6419,0,"world;wealthy;seen;risking;rates;race;poverty;policy;nothing;new"
29047,0.034,0.315,6420,1,"2021;countries;abolition;President;Macron;year;use;punishment;presidency;United"
29048,-0.080,0.365,6421,2,"also;pleases;dissident;party;parliament;communists;1989;former;Party;Communist"
29049,0.188,0.373,6422,2,"United;rights;human;sustainable;right;healthy;environment;climate;clean;change"
29050,-0.043,0.496,6423,0,"deaths;pandemic;country;United;Bolsonaro;Brazil;year;world;unemployment;registered"
29051,0.075,0.347,6424,2,"news;China;would;private;media;including;capital;Mango;public;proposal"
29052,0.014,0.304,6425,2,"chancellor;ÖVP;Kurz;coalition;resignation;party;allegations;FPÖ;Austrian;would"
29053,0.082,0.512,6426,2,"China;say;Hsinchu;sovereignty;faces;challenges;air;president;ever;speech"
29054,0.081,0.405,6427,3,"climate;India;member-states;action;nations;ANI;developing;change;still;efforts"
29055,-0.008,0.416,6428,1,"security;Zamfara;Nigeria;state;hostages;freed;Nigerian;police;Thursday;forest"
29056,0.050,0.387,6429,1,"target;sympathetic;reform;one;judges;illegally;first;dominated;appointed;according"
29057,0.078,0.389,6430,2,"August;took;reported;meeting;Afghanistan;Afghan;Taliban;return;nation;spending"
29058,-0.213,0.275,6431,1,"police;detained;broadcaster;Turkey;Russian;ANI/Sputnik;yet;whether;weapons;tried"
29059,-0.017,0.480,6432,3,"cold;degrees;record;ice;climate;average;year;extreme;months;years"
29060,0.500,0.694,6433,2,"sure;supports;review;make;loading;information;happen;cookies;browser;blocking"
29061,0.055,0.374,6434,0,"tea;Moorhouse;Winnipeg;Queen;Elizabeth;Canadian;visit;something;ship;sea"
29062,0.255,0.466,6435,2,"ecological;conservation;land;within;sell;sale;rainforest;purchase;protected;platforms"
29063,0.072,0.438,6436,0,"fuel;saying;find;remain;could;buy;Sky;News;'re;food"
29064,0.000,0.346,6437,2,"votes;Czech;party;Babiš;would;Republic;government;coalitions;parties;minister"
29065,0.078,0.474,6438,0,"million;new;daily;deaths;task;force;COVID-19;people;Russia;coronavirus"
29066,0.052,0.245,6439,2,"analysis;sample;revoked;national;laboratory;handle;decision;anti-doping;announced;World"
29067,0.001,0.327,6440,3,"New;oil;rights;human;palm;Witness;Global;Papua;Guinea;investigation"
29068,0.160,0.434,6441,3,"climate;BIFoR;EucFACE;carbon;work;nitrogen;Trees;old;forest;Birmingham"
29069,0.000,0.000,6442,1,"staking;ruled;groups;extremist;cooperation;contain;United;Taliban;States;Saturday"
29070,0.000,0.688,6443,0,"wondering;private;power;pic.twitter.com/LPQEFKj30Z;per;nothing;month;millions;looks;like"
29071,0.069,0.306,6444,2,"million;tax;decision;rate;Ireland;would;tech;large;deal;corporate"
29072,0.026,0.393,6445,2,"German;visit;office;leaves;final;Chancellor;Germany;Merkel;Europe;Palestinian"
29073,0.126,0.404,6446,0,"DRC;outbreak;disease;case;Ebola;killed;Health;statement;near;months"
29074,0.067,0.340,6447,1,"officials;Taliban;Afghanistan;since;country;citizens;also;August;American;Afghans"
29075,-0.003,0.266,6448,2,"woman;wealth;waterfront;spent;secretly;revelations;reportedly;property;owned;nations"
29076,0.021,0.364,6449,0,"Afghan;government;support;Office;Home;hotels;Afghans;needs;refugees;local"
29077,0.120,0.345,6450,2,"Taiwan;China;Chinese;people;Beijing;force;country;strong;air;reunification"
29078,0.064,0.340,6451,3,"Palma;could;volcano;Saturday;buildings;new;volcanic;flow;collapse;already"
29079,0.116,0.442,6452,2,"Council;climate;change;global;special;rapporteur;Britain;vote;resolution;favour"
29080,-0.032,0.372,6453,2,"Kong;Hong;University;HKU;Sculpture;remove;Photo;sculpture;China;Alliance"
29081,0.071,0.451,6454,0,"people;rules;entry;unvaccinated;vaccinated;rule;allowed;Covid;so-called;shops"
29082,0.400,0.700,6455,2,"watches;tower;security;region;person;northwestern;guard;facility;detention;county"
29083,0.234,0.496,6456,0,"doses;first;Saturday;people;per;get;cent;day;Super;come"
29084,-0.020,0.273,6457,1,"prison;Gholian;inmates;RFE/RL;Evin;wrote;told;Iran;forced;prisoner"
29085,0.139,0.394,6458,3,"Kalberer;vision;person;glass;see;CRISPR;would;tense;like;cells"
29086,0.151,0.379,6459,0,"world;vaccine;unable;time;success;selling;ran;quickly;nations;made"
29087,0.000,0.197,6460,1,"whether;understand;threat;suspect;suggestion;specific;someone;reached;public;part"
29088,0.150,0.444,6461,3,"Ocean;Cleanup;device;plastic;ocean;floating;Jenny;organization;garbage;Slat"
29089,-0.048,0.385,6462,0,"public;face;charges;Brazil;supporters;also;Bolsonaro;COVID-19;request;report"
29090,0.084,0.451,6463,2,"app;Quran;Chinese;removed;content;apps;China;Apple;government;developer"
29091,-0.063,0.188,6464,3,"ways;waterways;threat;though;suggest;studying;studies;species;say;number"
29092,0.099,0.251,6465,1,"Memorial;million;activists;famine;authorities;screening;first;Soviet;Jones;rights"
29093,-0.018,0.341,6466,1,"bill;Pakistan;issue;parliamentary;parliamentarians;National;Minorities;Chaudhry;urgent;take"
29094,0.620,0.615,6467,0,"would;without;talk;spirit;smile;say;politicians;people;level;known"
29095,0.063,0.359,6468,1,"Ethiopia;Facebook;war;via;Images;Getty;Zelalem;civil;violence;post"
29096,0.017,0.318,6469,1,"plan;conference;Malmö;von;Commission;slaughter;ritual;Schnurbein;Israel;states"
29097,-0.007,0.342,6470,1,"Islamic;State;mosque;Taliban;Afghanistan;Shi'ite;arrived;attacks;among;Kandahar"
29098,-0.127,0.289,6471,1,"worst;video;via;thousands;surprise;sting;speaks;riots;result;rescue"
29099,0.162,0.430,6472,0,"Shoapik;Nunavut;Canada;city;tank;fuel;Iqaluit;water;poverty;territory"
29100,-0.048,0.385,6473,0,"public;face;charges;Brazil;supporters;also;Bolsonaro;COVID-19;request;report"
29101,0.001,0.239,6474,2,"Chinese;news;non-state;society;radio;publishers;capital;China;media;reliable"
29102,0.126,0.396,6475,0,"strike;action;pay;RMT;workers;COP26;Scotland;offer;ballot;Scottish"
29103,0.035,0.156,6476,2,"Russian;Russia;ship;ministry;destroyer;defense;Chafee;U.S.;waters;warning"
29104,0.025,0.313,6477,1,"News;Glasgow;John;bicycle;Paul;took;thief;stealing;shed;saw"
29105,0.068,0.437,6478,1,"David;Sir;stop;years;scene;police;murder;early;death;constituency"
29106,0.159,0.399,6479,2,"Russia;increasing;increased;same-sex;Levada;support;respondents;relationships;grown;2013"
29107,0.032,0.273,6480,1,"groups;Afghanistan;Baloch;Pakistan;Islamabad;Beijing;Chinese;economic;militants;government"
29108,0.147,0.401,6481,3,"Lucy;asteroid;Earth;Cape;Canaveral;system;mission;asteroids;solar;NASA"
29109,0.000,0.000,6482,3,"station;space;settle;module;left;entering;core;astronauts;Zhigang;Zhai"
29110,0.011,0.331,6483,2,"social;report;released;pointed;pandemic;media;highly;handling;government;fact"
29111,0.070,0.304,6484,1,"search;school;river;officials;cleanup;flood;flash;students;weather;wearing"
29112,0.103,0.406,6485,0,"water;tank;city;Elgersma;Patterson;officer;fuel;chief;residents;Thursday"
29113,0.068,0.356,6486,0,"Energy;prices;Electric;Diamond;Singapore;market;Reuters;electricity;website;retailers"
29114,-0.100,0.167,6487,2,"times;states;required;may;local;laws;issues;governments;disagree;directed"
29115,-0.068,0.441,6488,1,"Harrington;Amess;scene;Essex;police;David;whether;terrorism;suspicion;stabbed"
29116,0.005,0.297,6489,0,"oil;cannabis;UAE;statement;synthetic;Hood;Drugs;including;MDMB-4en-PINACA;appeal"
29117,-0.101,0.299,6490,1,"Bangladesh;ISKCON;temple;Friday;Noakhali;attack;also;Das;recovered;near"
29118,0.042,0.312,6491,1,"test;spacecraft;firing;thrusters;since;scheduled;module;incident;emergency;docked"
29119,0.056,0.365,6492,0,"million;day;toll;deaths;Russia;pandemic;higher;death;coronavirus;COVID-19"
29120,0.162,0.430,6493,0,"Shoapik;Nunavut;Canada;city;tank;fuel;Iqaluit;water;poverty;territory"
29121,0.020,0.364,6494,2,"time;currency;Iran;rials;million;around;2018;years;sentenced;sanctions"
29122,-0.108,0.462,6495,1,"temple;ISKCON;temples;mob;ensure;attacked;Hindu;Bangladesh;violently;suffered"
29123,0.133,0.435,6496,2,"deal;get;sides;Tehan;two;agreement;U.K.;visit;trade;hoped"
29124,0.050,0.450,6497,1,"tank;set;secondary;propane;proof;officials;likely;investigation;initially;indeed"
29125,0.133,0.460,6498,2,"climate;Prince;president;world;trying;space;prime;minister;clever;William"
29126,0.122,0.410,6499,0,"people;app;vaccine;Scottish;Government;Cop26;Sturgeon;Nicola;passport;around"
29127,0.000,0.197,6500,1,"whether;understand;threat;suspect;suggestion;specific;someone;reached;public;part"
29128,0.192,0.552,6501,3,"system;plastic;Ocean;ocean;Pacific;Cleanup;organization;could;one;systems"
29129,0.120,0.505,6502,3,"climate;change;reports;fossil;scientists;IPCC;report;world;lobbying;countries"
29130,0.127,0.315,6503,0,"administered;doses;vaccine;mark;crore;100;vaccination;tricolour;per;dose"
29131,0.228,0.467,6504,3,"report;well;utilise;told;technological;tackling;solutions;reduce;paths;one"
29132,0.060,0.332,6505,1,"Queen;Elizabeth;Ascot;workers;salutes;front-line;across;Oldie;Commonwealth;year"
29133,0.004,0.366,6506,3,"emissions;Australia;climate;warming;since;countries;among;Paris;worst;limit"
29134,0.048,0.332,6507,3,"power;plant;steam;Rostov;background;unit;told;reactors;reactor;due"
29135,0.121,0.305,6508,2,"Ukraine;U.S.;NATO;Putin;Russia;week;right;membership;Washington;United"
29136,0.083,0.427,6509,0,"campaign;polio;Taliban;Afghanistan;children;vaccination;workers;health;since;vaccinations"
29137,0.075,0.242,6510,0,"year;£100m;would;vary;trades;thereafter;taxpayer;suggested;several;scheme"
29138,0.045,0.446,6511,0,"smaller;recognises;recipe;possible;positive;portrayal;political;people;one;new"
29139,0.089,0.459,6512,1,"went;Kabul;power;message;imported;former;explosion;cut;capital;area"
29140,0.083,0.373,6513,1,"women;unborn;statement;result;pregnancy;passed;legalise;law;child;authorised"
29141,0.058,0.382,6514,2,"posts;Facebook;Alliance;misinformation;World;Doctors;Covid-19;members;group;former"
29142,0.033,0.403,6515,2,"government;data;database;personal;details;RENAPER;hacker;breach;Argentinian;reportedly"
29143,0.101,0.372,6516,2,"cannabis;Senate;marijuana;bill;would;made;legalization;approved;year;policy"
29144,-0.034,0.341,6517,3,"Norse;wood;trees;three;fragments;Meadows;Dee;Anse;year;site"
29145,0.076,0.343,6518,2,"China;party;Chinese;Mr.;Party;resolution;return;longer;historical;Revolution"
29146,0.228,0.467,6519,3,"report;well;utilise;told;technological;tackling;solutions;reduce;paths;one"
29147,0.040,0.446,6520,0,"enough;respondents;pandemic;support;rising;programs;living;end;cost;Canadians"
29148,-0.001,0.426,6521,1,"people;Mexico;drug;'re;Mexican;violence;country;cartels;journalists;displacement"
29149,-0.040,0.360,6522,2,"rights;U.N.;human;China;lies;forced;abuse;countries;reports;read"
29150,0.110,0.350,6523,0,"workers;city;members;government;Seoul;labour;also;union;police;took"
29151,0.007,0.307,6524,1,"Tigrayan;Reuters;forces;TPLF;Ethiopia;military;government;Mekelle;sound;heard"
29152,0.015,0.386,6525,1,"Saudi;Yemen;Yemeni;oil;war;forces;aggression;Saudi-led;military;country"
29153,0.023,0.286,6526,2,"Center;aid;Syria;government;regime;goal;according;Syrian;Programme;sanctions"
29154,0.115,0.417,6527,3,"million;auction;John;Big;triceratops;sold;Thursday;Paris;skeleton;feet"
29155,0.022,0.290,6528,3,"based;report;industry;emissions;waste;production;power;plastics;plants;greenhouse"
29156,0.159,0.464,6529,3,"try;species;give;young;white;value;understand;symbol;still;save"
29157,0.000,0.438,6530,0,"told;soon;say;research;reducing;recent;possible;one;getting;drugs"
29158,-0.007,0.377,6531,2,"Africa;North;organs;Project;ENACT;human;trafficking;West;organ;THBOR"
29159,0.124,0.481,6532,3,"test;first;Korea;South;space;launch;rocket;used;stage;still"
29160,0.065,0.258,6533,1,"Lebanon;Bitar;two;Nasrallah;Hezbollah;ministers;judge;Oct.;parliament;port"
29161,0.112,0.403,6534,3,"dogs;video;rescue;island;Palma;used;zone;would;volcanic;seen"
29162,0.081,0.347,6535,2,"change;people;election;age;young;voting;voters;parties;would;vote"
29163,0.031,0.348,6536,1,"Haiti;kidnapped;missionaries;Psaki;get;Americans;gang;people;video;group"
29164,0.127,0.431,6537,3,"million;John;Big;triceratops;skeleton;sold;auction;private;known;house"
29165,-0.017,0.387,6538,3,"Chaco;illegal;Earthsight;leather;Totobiegosode;Paraguayan;Gran;deforestation;PNCAT;uncontacted"
29166,0.058,0.408,6539,0,"health;recovery;change;report;climate;global;patients;Covid-19;CNN;new"
29167,0.044,0.315,6540,3,"community;land;government;Guarani;Ava;Paraguay;many;Indigenous;Paraguayan;use"
29168,0.029,0.248,6541,1,"aware;Germany;prosecutors;group;former;alleged;Yemen;men;would;soldiers"
29169,0.233,0.492,6542,0,"infections;Thursday;since;new;government;country;Johnson;Boris;would;within"
29170,0.046,0.409,6543,2,"contracts;Pfizer;vaccine;Public;Citizen;public;report;health;governments;government"
29171,0.160,0.473,6544,1,"dogs;drone;Leales;video;group;Aerocamaras;volcano;rescuers;rescue;message"
29172,0.039,0.262,6545,0,"palace;Wednesday;Elizabeth;year;Windsor;Castle;week;using;trip;spent"
29173,-0.021,0.269,6546,2,"one;prices;fantasy;climate;Orban;utopian;proposed;new;measures;energy"
29174,-0.015,0.291,6547,0,"Bolsonaro;media;committee;virus;social;removing;question;report;president;pandemic"
29175,0.092,0.389,6548,3,"emissions;around;2030;needed;cut;limit;pledges;warming;report;climate"
29176,0.056,0.399,6549,0,"cases;people;H5N6;China;poultry;human;reported;could;year;viruses"
29177,0.071,0.405,6550,2,"Taiwan;China;Namewee;song;also;Chinese;News;Fragile;online;claims"
29178,-0.066,0.403,6551,1,"prison;Wickliffe;one;welfare;Lake;Alice;justice;system;Block;justifies"
29179,0.035,0.438,6552,2,"Gold;Gana;company;gold;environmental;mining;license;also;million;mine"
29180,0.197,0.327,6553,2,"violates;treaty;right;principles;people;museums;ministry;international;heritage;grossly"
29181,0.158,0.458,6554,2,"climate;companies;would;Shell;ABP;pension;fund;fossil;victory;Business"
29182,0.040,0.360,6555,0,"higher;affordability;report;housing;affordable;worsen;second;Vancouver;North;Canadian"
29183,0.043,0.322,6556,2,"says;KPRF;political;party;Russian;Russia;election;Moscow;system;fraud"
29184,0.053,0.456,6557,3,"climate;Climate;emissions;zero;net;report;2030;change;COP26;would"
29185,0.131,0.390,6558,2,"Israel;settlement;administration;homes;Israeli;West;Washington;Palestinians;Bank;settlements"
29186,0.075,0.461,6559,3,"climate;emissions;countries;report;UNEP;greenhouse;targets;methane;would;world"
29187,0.056,0.353,6560,0,"minister;cabinet;Minister;Trudeau;new;CBC;expected;Prime;News;defence"
29188,-0.075,0.404,6561,1,"yet;weapons;unable;set;safety;responsible;reach;publicly;investigators;interviewed"
29189,-0.002,0.258,6562,1,"Ecuador;Lasso;price;percent;fuel;government;country;last;AFP;streets"
29190,0.433,0.617,6563,0,"worried;workplace;working;work;waiting;storm;still;stay;sound;soon"
29191,0.071,0.357,6564,2,"nations;Japan;U.S.;China;Russia;Toro;Del;maintain;bullying;Staff"
29192,0.033,0.331,6565,1,"Mohammed;Saudi;Prince;Aljabri;Canada;former;also;Arabia;two;intelligence"
29193,-0.125,0.555,6566,0,"video;HIV;vaccines;according;Bolsonaro;also;Reuters;Facebook;Brazilian;Brazil"
29194,-0.042,0.308,6567,2,"Europol;police;operations;United;together;million;evidence;world;targets;online"
29195,0.009,0.300,6568,1,"Jewish;Knoll;France;also;anti-Semitism;Paris;woman;trial;son;people"
29196,-0.133,0.321,6569,0,"prevail;sometimes;back;Mattarella;told;theories;referring;new;ANSA;want"
29197,0.130,0.517,6570,2,"election;Wisconsin;records;elections;Senate;documents;provide;fraud;audit;states"
29198,0.034,0.337,6571,2,"climate;countries;summit;Biden;working;report;meet;global;carbon;United"
29199,0.179,0.368,6572,1,"Kashmir;hostel;Srinagar;FIR;Soura;Pakistan;win;two;students;station"
29200,0.000,0.000,6573,3,"ships;operations;oil;harassing;gas;coastguard;Photo;Malaysian;Indonesian;Handout"
29201,0.282,0.524,6574,1,"Anušauskas;Lithuanian;Lithuania;border;soldiers;would;Poland;weapons;use;powers"
29202,-0.029,0.408,6575,3,"animal;dogs;animals;rights;Animal;Index;meat;score;country;Rights"
29203,0.034,0.433,6576,0,"care;homes;long-term;home;residents;beds;government;military;per;Sienna"
29204,0.011,0.370,6577,2,"Facebook;Ethiopia;content;platform;violence;rights;groups;ethnic;CNN;posts"
29205,-0.129,0.342,6578,2,"web;dark;United;together;also;Europol;police;drugs;well;illegal"
29206,0.048,0.345,6579,0,"book;Amazon;legislation;books;French;online;France;law;bookstores;Fornairon"
29207,0.043,0.407,6580,3,"polar;vortex;ice;cold;North;temperature;thousand;Earth;climate;years"
29208,0.024,0.273,6581,1,"evidence;Maddie;Christian;see;Credit;charge;Praia;McCann;Luz;German"
29209,0.015,0.230,6582,2,"European;reforms;Court;Brussels;would;world;war;third;summit;start"
29210,0.015,0.298,6583,3,"higher;ppb;report;oxide;nitrous;methane;global;dioxide;data;concentrations"
29211,0.139,0.362,6584,2,"James;countries;CANZUK;would;submarines;security;region;nuclear-powered;news;new"
29212,0.100,0.395,6585,1,"police;security;private;officers;says;Nigeria;companies;country;one;Lagos"
29213,0.094,0.384,6586,1,"India;students;Pakistan;Kashmir;region;match;Indian-administered;cricket;win;victory"
29214,-0.042,0.042,6587,0,"woman;vaccines;supply;securing;second;procurement;previously;position;pandemic;national"
29215,0.065,0.354,6588,0,"Red;Russia;restrictions;Monday;number;daily;cases;pandemic;Cross;COVID-19"
29216,-0.003,0.404,6589,2,"gas;fuel;Iran;cyberattack;Tuesday;country;stations;cents;buy;Tehran"
29217,0.023,0.277,6590,1,"group;attack;Iraq;killed;village;security;Syria;Baghdad;sources;source"
29218,0.118,0.360,6591,2,"Russia;gold;return;Crimean;made;annexation;Crimea;peninsula;decision;court"
29219,0.010,0.423,6592,2,"officials;Afghanistan;Kahl;terrorist;within;withdrawal;made;capability;al-Qaeda;Taliban"
29220,-0.020,0.448,6593,1,"nie;abortion;ruling;women;family;hospital;doctors;death;Poland;life"
29221,0.181,0.466,6594,0,"treatment;drug;deals;Schedule;Medicines;therapy;anxiety;trial;psilocybin;mental"
29222,0.103,0.510,6595,3,"choice;millions;climate;people;green;wants;level;crisis;choices;Sir"
29223,0.129,0.483,6596,2,"meeting;Bezos;decade;Prince;event;Wales;Macron;Charles;Africa;'We"
29224,-0.018,0.450,6597,1,"suicide;bombers;Taliban;lost;Kabul;attack;people;killed;families;Aziz"
29225,0.132,0.412,6598,3,"fishing;marine;species;Galápagos;one;protected;world;Ecuador;area;connecting"
29226,0.096,0.352,6599,2,"also;services;withdrawal;statement;previously;operations;mainland;longer;legal;increasingly"
29227,0.017,0.501,6600,2,"face;private;jets;summit;climate;COP26;Bezos;million;going;really"
29228,0.007,0.383,6601,1,"percent;Australia;Jewish;symbol;Jews;Australians;respondents;antisemitism;towards;global"
29229,-0.020,0.347,6602,0,"country;foreign;Taliban;government;economy;money;may;many;food;estimates"
29230,0.132,0.412,6603,3,"fishing;marine;species;Galápagos;one;protected;world;Ecuador;area;connecting"
29231,0.000,0.125,6604,1,"tent;younger;sister;second;room;open;next;mother;morning;mattress"
29232,0.053,0.489,6605,0,"kratom;Thailand;Niks;time;leaves;leaf;Kratom;help;drugs;drug"
29233,-0.029,0.347,6606,1,"TPLF;government;Tigray;people;state;region;fighters;emergency;Tuesday;Ethiopia"
29234,0.097,0.574,6607,3,"magnet;reactor;fusion;ITER;largest;tons;crane;France;weighing;solenoid"
29235,0.062,0.377,6608,0,"Tuesday;infections;Rutte;COVID-19;vaccinated;say;Dutch;week;unvaccinated;people"
29236,0.097,0.448,6609,0,"per;cent;rate;quarter;unemployment;work;labour;data;market;Stats"
29237,0.092,0.448,6610,0,"change;use;longer;fuel;Glasgow;world;climate;travel;private;cut"
29238,0.043,0.337,6611,1,"Ethiopia;government;people;Addis;Ababa;TPLF;Tigray;region;Abiy;forces"
29239,0.096,0.390,6612,3,"U.S.;submarine;seamount;says;Navy;underwater;mountain;month;last;Submarine"
29240,0.006,0.335,6613,3,"China;production;magnesium;European;aluminum;already;shortage;industry;supply;stocks"
29241,0.111,0.420,6614,0,"AIDS;Rio;Janeiro;HIV;Brazil;YouTube;COVID-19;video;vaccines;removed"
29242,0.500,0.694,6615,2,"sure;supports;review;make;loading;information;happen;cookies;browser;blocking"
29243,0.170,0.449,6616,3,"indigenous;peoples;communities;land;rights;protecting;funding;part;Foundation;local"
29244,0.223,0.439,6617,0,"billion;world;Twitter;United;Musk;stock;solve;money;hunger;wealth"
29245,0.021,0.231,6618,1,"hospital;three;attack;Taliban;killed;guards;attacks;wounded;two;spokesman"
29246,-0.119,0.418,6619,1,"work;Nigeria;building;people;three;construction;collapse;apartment;Monday;Lagos"
29247,0.049,0.420,6620,2,"world;China;countries;plants;emissions;climate;Biden;conference;1.5C;show"
29248,0.088,0.391,6621,2,"Twitch;Turkish;streamers;money;one;credit;card;Twitter;Turkey;without"
29249,0.053,0.297,6622,2,"Ukraine;equipment;Russian;support;NATO;threat;continue;Russia;satellite;later"
29250,0.033,0.390,6623,2,"Indigenous;Bourassa;Tait;people;professor;claims;university;Métis;put;n't"
29251,0.026,0.331,6624,2,"Swiss;president;fraud;payment;former;charged;Fifa;years;within;prosecutors"
29252,0.114,0.364,6625,3,"plan;grids;countries;India;Prime;Minister;Modi;energy;Britain;world"
29253,0.123,0.404,6626,2,"nuclear;missile;China;silos;silo;Chinese;policy;report;construction;weapons"
29254,0.041,0.384,6627,2,"submarines;source;Morrison;French;told;text;message;Macron;Australia;president"
29255,-0.169,0.420,6628,1,"Globo;Bolsonaro;reporters;president;Brazilian;stomach;isolated;showed;security;news"
29256,-0.366,0.729,6629,0,"terrible;someone;people;know;jumped;hit;high;happened;fell;event"
29257,0.000,0.422,6630,2,"therapy;conversion;government;Trust;Core;Issues;group;book;World;VICE"
29258,0.079,0.401,6631,1,"people;government;TPLF;Abiy;forces;conflict;Tigray;Ethiopian;path;take"
29259,0.500,0.500,6632,2,"woodlands;virtually;vigorous;takes;summit;strongest;speech;signatories;saying;reverse"
29260,0.117,0.235,6633,1,"state;journalists;homicides;situation;drug;country;city;attacks;Mexico;Mexican"
29261,0.104,0.418,6634,3,"climate;world;Tuesday;Glasgow;Scotland;leaders;COP26;Provided;Press;Associated"
29262,0.072,0.304,6635,2,"sport;Guardian;UIPM;modern;pentathlon;event;Tokyo;Olympics;since;Raisner"
29263,0.038,0.307,6636,3,"cost;Reuters;world;carbon;coal;told;earlier;Sri;Mulyani;Indonesia"
29264,0.113,0.481,6637,3,"provides;Madagascar;month;meals;people;food;World;Food;need;change"
29265,-0.079,0.354,6638,1,"police;media;measures;Paper;China;image;virus;social;prevention;local"
